"scenario","fund","model","approach","model_description","total_allocated","mean_allocation","median_allocation"
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$10M - model_3 - approach_2","$10M","model_3","approach_2","Balanced with B: A=30%, C=30%, D=30%, B=10%",1e+07,64935.0649350649,54436.644055358
"$100M - model_1 - approach_1","$100M","model_1","approach_1","Equal weights: A=33.3%, C=33.3%, D=33.3%, B=0%",1e+08,649350.649350649,439382.231756512
"$100M - model_1 - approach_1","$100M","model_1","approach_1","Equal weights: A=33.3%, C=33.3%, D=33.3%, B=0%",1e+08,649350.649350649,439382.231756512
"$100M - model_1 - approach_1","$100M","model_1","approach_1","Equal weights: A=33.3%, C=33.3%, D=33.3%, B=0%",1e+08,649350.649350649,439382.231756512
"$100M - model_1 - approach_1","$100M","model_1","approach_1","Equal weights: A=33.3%, C=33.3%, D=33.3%, B=0%",1e+08,649350.649350649,439382.231756512
"$100M - model_1 - approach_1","$100M","model_1","approach_1","Equal weights: A=33.3%, C=33.3%, D=33.3%, B=0%",1e+08,649350.649350649,439382.231756512
"$100M - model_1 - approach_1","$100M","model_1","approach_1","Equal weights: A=33.3%, C=33.3%, D=33.3%, B=0%",1e+08,649350.649350649,439382.231756512
"$100M - model_1 - approach_1","$100M","model_1","approach_1","Equal weights: A=33.3%, C=33.3%, D=33.3%, B=0%",1e+08,649350.649350649,439382.231756512
"$100M - model_1 - approach_1","$100M","model_1","approach_1","Equal weights: A=33.3%, C=33.3%, D=33.3%, B=0%",1e+08,649350.649350649,439382.231756512
"$100M - model_1 - approach_1","$100M","model_1","approach_1","Equal weights: A=33.3%, C=33.3%, D=33.3%, B=0%",1e+08,649350.649350649,439382.231756512
"$100M - model_1 - approach_1","$100M","model_1","approach_1","Equal weights: A=33.3%, C=33.3%, D=33.3%, B=0%",1e+08,649350.649350649,439382.231756512
"$100M - model_1 - approach_1","$100M","model_1","approach_1","Equal weights: A=33.3%, C=33.3%, D=33.3%, B=0%",1e+08,649350.649350649,439382.231756512
"$100M - model_1 - approach_1","$100M","model_1","approach_1","Equal weights: A=33.3%, C=33.3%, D=33.3%, B=0%",1e+08,649350.649350649,439382.231756512
"$100M - model_1 - approach_1","$100M","model_1","approach_1","Equal weights: A=33.3%, C=33.3%, D=33.3%, B=0%",1e+08,649350.649350649,439382.231756512
"$100M - model_1 - approach_1","$100M","model_1","approach_1","Equal weights: A=33.3%, C=33.3%, D=33.3%, B=0%",1e+08,649350.649350649,439382.231756512
"$100M - model_1 - approach_1","$100M","model_1","approach_1","Equal weights: A=33.3%, C=33.3%, D=33.3%, B=0%",1e+08,649350.649350649,439382.231756512
